rank,word_of_interest,colocate,score,score_normalized,label
278,terrorism,"('denunciation', 'terrorism')",24.361583943137536,1.4065149243780378e-05,2001 - 2005
279,terrorism,"('terrorism', 'government')",24.327061496073426,1.4045217724904161e-05,2001 - 2005
280,terrorism,"('extremism', 'terrorism')",24.228338131876992,1.3988219836158011e-05,2001 - 2005
281,terrorism,"('help', 'terrorism')",24.195817034472853,1.3969443795584115e-05,2001 - 2005
282,terrorism,"('forsake', 'terrorism')",24.179529223301454,1.3960040035323084e-05,2001 - 2005
283,terrorism,"('saudi', 'terrorism')",24.1687664309052,1.3953826142101427e-05,2001 - 2005
284,terrorism,"('prosecute', 'terrorism')",24.13966721509133,1.3937025723284062e-05,2001 - 2005
285,terrorism,"('terrorism', 'nuisance')",23.908997249787948,1.3803848525297983e-05,2001 - 2005
286,terrorism,"('terrorism', 'important')",23.845324504384536,1.3767087095131926e-05,2001 - 2005
287,terrorism,"('terrorism', 'director')",23.78091598599893,1.3729900866774245e-05,2001 - 2005
288,terrorism,"('transnational', 'terrorism')",23.757546013559903,1.3716408223974615e-05,2001 - 2005
289,terrorism,"('provide', 'terrorism')",23.6787020201414,1.3670887680770393e-05,2001 - 2005
290,terrorism,"('terrorism', 'house')",23.539916945257936,1.3590760181852366e-05,2001 - 2005
291,terrorism,"('terrorism', 'require')",23.486898106716055,1.3560149779894758e-05,2001 - 2005
292,terrorism,"('terrorism', 'expeditionary')",23.32750476749667,1.3468124109075571e-05,2001 - 2005
293,terrorism,"('stem', 'terrorism')",23.29878176625153,1.3451540897565795e-05,2001 - 2005
294,terrorism,"('terrorism', 'cover')",23.227995579706942,1.3410672525440585e-05,2001 - 2005
295,terrorism,"('providing', 'terrorism')",23.211041774043647,1.3400884253567094e-05,2001 - 2005
296,terrorism,"('terrorism', 'fought')",23.18579188743198,1.3386306243187697e-05,2001 - 2005
297,terrorism,"('insurance', 'terrorism')",23.04385399058596,1.3304358463964993e-05,2001 - 2005
298,terrorism,"('indulge', 'terrorism')",22.92937136003175,1.3238261970061974e-05,2001 - 2005
299,terrorism,"('nothing', 'terrorism')",22.82390619019578,1.3177371702941988e-05,2001 - 2005
300,terrorism,"('terrorism', 'something')",22.709612990187345,1.3111384576677126e-05,2001 - 2005
301,terrorism,"('terrorism', 'advisory')",22.629246481404277,1.3064985009929994e-05,2001 - 2005
302,terrorism,"('rid', 'terrorism')",22.27036922108177,1.2857787389347653e-05,2001 - 2005
303,terrorism,"('terrorism', 'long')",22.24971887125175,1.2845864919405902e-05,2001 - 2005
304,terrorism,"('biological', 'terrorism')",22.19230532424988,1.2812717234547602e-05,2001 - 2005
305,terrorism,"('terrorism', 'certainly')",22.037548596768854,1.2723368509375206e-05,2001 - 2005
306,terrorism,"('age', 'terrorism')",21.96308593768971,1.26803775275293e-05,2001 - 2005
307,terrorism,"('another', 'terrorism')",21.94751335351698,1.2671386703245791e-05,2001 - 2005
308,terrorism,"('rename', 'terrorism')",21.85924203910424,1.2620423300617383e-05,2001 - 2005
309,terrorism,"('terrorism', 'million')",21.656139028497748,1.25031618712001e-05,2001 - 2005
310,terrorism,"('terrorism', 'never')",21.64274939279015,1.249543137120524e-05,2001 - 2005
311,terrorism,"('use', 'terrorism')",21.44489717888692,1.2381201486840713e-05,2001 - 2005
312,terrorism,"('quell', 'terrorism')",21.3075967877719,1.230193116941104e-05,2001 - 2005
313,terrorism,"('terrorism', 'centerpiece')",21.3075967877719,1.230193116941104e-05,2001 - 2005
314,terrorism,"('three', 'terrorism')",21.22943668670971,1.2256805471143037e-05,2001 - 2005
315,terrorism,"('potential', 'terrorism')",21.108466492484958,1.2186963385349615e-05,2001 - 2005
316,terrorism,"('aspect', 'terrorism')",21.013609016654595,1.2132197465467046e-05,2001 - 2005
317,terrorism,"('censure', 'terrorism')",20.92367200871179,1.2080272375447974e-05,2001 - 2005
318,terrorism,"('terrorism', 'plate')",20.884527338945595,1.2057672218428418e-05,2001 - 2005
319,terrorism,"('bought', 'terrorism')",20.80678263538477,1.2012786349716071e-05,2001 - 2005
320,terrorism,"('terrorism', 'dominate')",20.80678263538477,1.2012786349716071e-05,2001 - 2005
321,terrorism,"('label', 'terrorism')",20.77649356235885,1.1995298967386593e-05,2001 - 2005
322,terrorism,"('terrorism', 'thrive')",20.725600490919255,1.1965915876084193e-05,2001 - 2005
323,terrorism,"('terrorism', 'offense')",20.408690904236284,1.1782948272504528e-05,2001 - 2005
324,terrorism,"('terrorism', 'federal')",20.402954423122267,1.1779636317781424e-05,2001 - 2005
325,terrorism,"('linkage', 'terrorism')",20.32493871525847,1.1734593984859857e-05,2001 - 2005
326,terrorism,"('effects', 'terrorism')",20.290562090420387,1.1714746656378522e-05,2001 - 2005
327,terrorism,"('terrorism', 'bin')",20.26822750909654,1.1701851796161283e-05,2001 - 2005
328,terrorism,"('terrorism', 'back')",20.17536599062712,1.1648238241339682e-05,2001 - 2005
329,terrorism,"('encyclopedia', 'terrorism')",20.092726665481482,1.1600526465114798e-05,2001 - 2005
330,terrorism,"('reins', 'terrorism')",20.092726665481482,1.1600526465114798e-05,2001 - 2005
331,terrorism,"('federal', 'terrorism')",20.079818734721954,1.1593074077249342e-05,2001 - 2005
332,terrorism,"('prepare', 'terrorism')",20.061395088409654,1.1582437193555655e-05,2001 - 2005
333,terrorism,"('violence', 'terrorism')",20.00643667099554,1.1550706976631513e-05,2001 - 2005
334,terrorism,"('view', 'terrorism')",19.82387471237393,1.1445304914095544e-05,2001 - 2005
335,terrorism,"('terrorism', 'system')",19.81557402744859,1.1440512517485661e-05,2001 - 2005
336,terrorism,"('terrorism', 'month')",19.81445755775156,1.1439867924221464e-05,2001 - 2005
337,terrorism,"('well', 'terrorism')",19.741975762443538,1.1398020593159412e-05,2001 - 2005
338,terrorism,"('suspect', 'terrorism')",19.648604115329526,1.134411251580034e-05,2001 - 2005
339,terrorism,"('books', 'terrorism')",19.645253462467412,1.1342178017917126e-05,2001 - 2005
340,terrorism,"('terrorism', 'always')",19.642792489829958,1.1340757176500926e-05,2001 - 2005
341,terrorism,"('terrorism', 'world')",19.224725998550973,1.1099386680748783e-05,2001 - 2005
342,terrorism,"('exclusion', 'terrorism')",19.09558066698801,1.1024824683186952e-05,2001 - 2005
343,terrorism,"('justify', 'terrorism')",19.09558066698801,1.1024824683186952e-05,2001 - 2005
344,terrorism,"('department', 'terrorism')",19.024992287734555,1.0984070515009966e-05,2001 - 2005
345,terrorism,"('terrorism', 'scenario')",18.99881309604215,1.0968955970771188e-05,2001 - 2005
346,terrorism,"('israel', 'terrorism')",18.860277473212804,1.0888972492881456e-05,2001 - 2005
347,terrorism,"('terrorism', 'soil')",18.84610844114283,1.0880792008756563e-05,2001 - 2005
348,terrorism,"('worldwide', 'terrorism')",18.770151311380197,1.0836938194951423e-05,2001 - 2005
349,terrorism,"('terrorism', 'fear')",18.74902319611096,1.0824739887353887e-05,2001 - 2005
350,terrorism,"('investigate', 'terrorism')",18.672991819738293,1.0780843207302718e-05,2001 - 2005
351,terrorism,"('obtain', 'terrorism')",18.657668689639223,1.077199640521348e-05,2001 - 2005
352,terrorism,"('talk', 'terrorism')",18.649462811159147,1.0767258745061003e-05,2001 - 2005
353,terrorism,"('company', 'terrorism')",18.53627087007304,1.0701907430126584e-05,2001 - 2005
354,terrorism,"('home', 'terrorism')",18.391684089735303,1.0618430319242715e-05,2001 - 2005
355,terrorism,"('terrorism', 'plan')",18.383710362848348,1.0613826691705363e-05,2001 - 2005
356,terrorism,"('problem', 'terrorism')",18.35080718640996,1.0594830057977417e-05,2001 - 2005
357,terrorism,"('terrorism', 'problem')",18.35080718640996,1.0594830057977417e-05,2001 - 2005
358,terrorism,"('terrorism', 'school')",18.34675360782251,1.0592489726251166e-05,2001 - 2005
359,terrorism,"('try', 'terrorism')",18.24116516327137,1.0531528286531284e-05,2001 - 2005
360,terrorism,"('terrorism', 'billion')",18.153346176727716,1.048082603518929e-05,2001 - 2005
361,terrorism,"('bankroll', 'terrorism')",18.134511528613103,1.0469951859794766e-05,2001 - 2005
362,terrorism,"('way', 'terrorism')",18.11170962829471,1.0456787193171751e-05,2001 - 2005
363,terrorism,"('homeland', 'terrorism')",18.096350932823896,1.0447919857431555e-05,2001 - 2005
364,terrorism,"('terrorism', 'yet')",18.0386228802086,1.0414590592902527e-05,2001 - 2005
365,terrorism,"('terrorism', 'clearly')",17.979358733914218,1.038037446539697e-05,2001 - 2005
366,terrorism,"('news', 'terrorism')",17.919611251177404,1.0345879283819493e-05,2001 - 2005
367,terrorism,"('time', 'terrorism')",17.90687917231285,1.0338528423964421e-05,2001 - 2005
368,terrorism,"('appetite', 'terrorism')",17.896483338144982,1.0332526393906527e-05,2001 - 2005
369,terrorism,"('suppress', 'terrorism')",17.873291965685432,1.0319136865722603e-05,2001 - 2005
370,terrorism,"('terrorism', 'people')",17.847257895025663,1.0304106107045029e-05,2001 - 2005
371,terrorism,"('terrorism', 'initiative')",17.768820314862936,1.025882020634642e-05,2001 - 2005
372,terrorism,"('terrorism', 'coalition')",17.724392933335142,1.023317007812991e-05,2001 - 2005
373,terrorism,"('director', 'terrorism')",17.653604308043093,1.0192300297994977e-05,2001 - 2005
374,terrorism,"('terrorism', 'unconventional')",17.62800179521291,1.0177518699031099e-05,2001 - 2005
375,terrorism,"('long', 'terrorism')",17.59480307896223,1.0158351435528953e-05,2001 - 2005
376,terrorism,"('office', 'terrorism')",17.584787126388616,1.015256872993414e-05,2001 - 2005
377,terrorism,"('terrorism', 'practiced')",17.549800723930865,1.0132369346625574e-05,2001 - 2005
378,terrorism,"('victimize', 'terrorism')",17.549800723930865,1.0132369346625574e-05,2001 - 2005
379,terrorism,"('terrorism', 'wake')",17.547867172475843,1.0131253011585583e-05,2001 - 2005
380,terrorism,"('terrorism', 'al')",17.528082329485287,1.011983024161806e-05,2001 - 2005
381,terrorism,"('discuss', 'terrorism')",17.18688302959,9.922838983327877e-06,2001 - 2005
382,terrorism,"('terrorism', 'despite')",17.092968805742,9.868617649541902e-06,2001 - 2005
383,terrorism,"('studied', 'terrorism')",17.056099379256487,9.847331103180149e-06,2001 - 2005
384,terrorism,"('terrorism', 'seem')",16.985837323589138,9.806765337774962e-06,2001 - 2005
385,terrorism,"('terrorism', 'agency')",16.95576453715487,9.789402828409332e-06,2001 - 2005
386,terrorism,"('touched', 'terrorism')",16.926842084649028,9.772704463806263e-06,2001 - 2005
387,terrorism,"('terrorism', 'trade')",16.895736864710987,9.75474587943382e-06,2001 - 2005
388,terrorism,"('besides', 'terrorism')",16.869837825819683,9.739793081285436e-06,2001 - 2005
389,terrorism,"('treat', 'terrorism')",16.83326843382754,9.718679759699928e-06,2001 - 2005
390,terrorism,"('crack', 'terrorism')",16.7307861982506,9.659511688297412e-06,2001 - 2005
391,terrorism,"('around', 'terrorism')",16.675777514850854,9.627752450329669e-06,2001 - 2005
392,terrorism,"('terrorism', 'enforce')",16.513343634924098,9.533971324736655e-06,2001 - 2005
393,terrorism,"('sponsorship', 'terrorism')",16.44841785919349,9.496486458089614e-06,2001 - 2005
394,terrorism,"('terrorism', 'base')",16.413010879432733,9.476044254669304e-06,2001 - 2005
395,terrorism,"('terrorism', 'effectively')",16.39307847296671,9.46453628899734e-06,2001 - 2005
396,terrorism,"('agriculture', 'terrorism')",16.303847887003016,9.41301905138181e-06,2001 - 2005
397,terrorism,"('terrorism', 'pose')",16.284727788303343,9.40198007122377e-06,2001 - 2005
398,terrorism,"('according', 'terrorism')",16.11943835815375,9.306550295027779e-06,2001 - 2005
399,terrorism,"('suicidal', 'terrorism')",15.999304991138148,9.237191351037264e-06,2001 - 2005
400,terrorism,"('preparatory', 'terrorism')",15.91685943246684,9.189591445796889e-06,2001 - 2005
401,terrorism,"('terrorism', 'support')",15.905611953822628,9.183097719193712e-06,2001 - 2005
402,terrorism,"('com', 'terrorism')",15.867008974896997,9.1608103071309e-06,2001 - 2005
403,terrorism,"('terrorism', 'com')",15.867008974896997,9.1608103071309e-06,2001 - 2005
404,terrorism,"('terrorism', 'although')",15.845072301018067,9.148145178593303e-06,2001 - 2005
405,terrorism,"('terrorism', 'means')",15.78449525793447,9.113171050732552e-06,2001 - 2005
406,terrorism,"('obsession', 'terrorism')",15.720464351483992,9.076202836451305e-06,2001 - 2005
407,terrorism,"('terrorism', 'building')",15.70594386628403,9.067819441024052e-06,2001 - 2005
408,terrorism,"('terrorism', 'eradicate')",15.65841391661492,9.040378046523356e-06,2001 - 2005
409,terrorism,"('pursue', 'terrorism')",15.56197177491979,8.984697220535278e-06,2001 - 2005
410,terrorism,"('reliability', 'terrorism')",15.551335638945922,8.978556452340617e-06,2001 - 2005
411,terrorism,"('early', 'terrorism')",15.444718201945935,8.917000924305398e-06,2001 - 2005
412,terrorism,"('fbi', 'terrorism')",15.391559900399905,8.886310003446722e-06,2001 - 2005
413,terrorism,"('terrorism', 'regardless')",15.255667044242005,8.807852325674794e-06,2001 - 2005
414,terrorism,"('vulnerable', 'terrorism')",15.20857456841415,8.780663506494402e-06,2001 - 2005
415,terrorism,"('underwrite', 'terrorism')",15.15910405035957,8.752101725732162e-06,2001 - 2005
416,terrorism,"('terrorism', 'public')",15.13974022227859,8.740922028528335e-06,2001 - 2005
417,terrorism,"('terrorism', 'service')",15.127553949860136,8.733886289772966e-06,2001 - 2005
418,terrorism,"('nbcr', 'terrorism')",15.069413009275205,8.700318644565267e-06,2001 - 2005
419,terrorism,"('terrorism', 'roots')",15.037711726220177,8.682015923427388e-06,2001 - 2005
420,terrorism,"('terrorism', 'community')",15.00410126708585,8.66261094036144e-06,2001 - 2005
421,terrorism,"('resistance', 'terrorism')",14.944180268883398,8.628015579709973e-06,2001 - 2005
422,terrorism,"('say', 'terrorism')",14.917998659057524,8.612899639362955e-06,2001 - 2005
423,terrorism,"('terrorism', 'office')",14.896933249481602,8.600737534868507e-06,2001 - 2005
424,terrorism,"('terrorism', 'could')",14.893225437973655,8.598596831605992e-06,2001 - 2005
425,terrorism,"('encourage', 'terrorism')",14.86294376630644,8.581113722447547e-06,2001 - 2005
426,terrorism,"('high', 'terrorism')",14.794709997889981,8.541718987750364e-06,2001 - 2005
427,terrorism,"('terrorism', 'agent')",14.736946263372289,8.508369122291459e-06,2001 - 2005
428,terrorism,"('grounds', 'terrorism')",14.68138506509163,8.476290890112272e-06,2001 - 2005
429,terrorism,"('cost', 'terrorism')",14.52906492149577,8.388348925521199e-06,2001 - 2005
430,terrorism,"('new', 'terrorism')",14.380062423067912,8.302322401836383e-06,2001 - 2005
431,terrorism,"('terrorism', 'extremism')",14.291429513124811,8.25115023219544e-06,2001 - 2005
432,terrorism,"('reauthorize', 'terrorism')",14.275821058494737,8.24213869811994e-06,2001 - 2005
433,terrorism,"('rights', 'terrorism')",14.171461514764587,8.181886763721772e-06,2001 - 2005
434,terrorism,"('important', 'terrorism')",14.148410685692056,8.168578378197466e-06,2001 - 2005
435,terrorism,"('halt', 'terrorism')",14.14143778047161,8.164552574587273e-06,2001 - 2005
436,terrorism,"('russia', 'terrorism')",14.088993849481067,8.134274095239041e-06,2001 - 2005
437,terrorism,"('terrorism', 'member')",14.07869603110803,8.128328654555045e-06,2001 - 2005
438,terrorism,"('ranstorp', 'terrorism')",14.03967783853194,8.10580151908281e-06,2001 - 2005
439,terrorism,"('justice', 'terrorism')",14.017887638784483,8.093220957317405e-06,2001 - 2005
440,terrorism,"('terrorism', 'administration')",13.976485480517098,8.069317440353787e-06,2001 - 2005
441,terrorism,"('europe', 'terrorism')",13.881252013099978,8.01433444190217e-06,2001 - 2005
442,terrorism,"('terrorism', 'conspiracy')",13.875871919836005,8.011228247539772e-06,2001 - 2005
443,terrorism,"('terrorism', 'leader')",13.859434262160754,8.001737973468914e-06,2001 - 2005
444,terrorism,"('terrorism', 'us')",13.818742969819844,7.978244874619797e-06,2001 - 2005
445,terrorism,"('terrorism', 'section')",13.795254348930833,7.96468373019234e-06,2001 - 2005
446,terrorism,"('terrorism', 'leads')",13.7913132627433,7.962408345901251e-06,2001 - 2005
447,terrorism,"('terrorism', 'brutality')",13.707917751267285,7.914259985847596e-06,2001 - 2005
448,terrorism,"('outlaw', 'terrorism')",13.706546773469187,7.913468452448734e-06,2001 - 2005
449,terrorism,"('terrorism', 'presents')",13.706546773469187,7.913468452448734e-06,2001 - 2005
450,terrorism,"('terrorism', 'tool')",13.686271722140077,7.901762660923238e-06,2001 - 2005
451,terrorism,"('disapproval', 'terrorism')",13.685304070562376,7.90120398773154e-06,2001 - 2005
452,terrorism,"('inflate', 'terrorism')",13.685304070562376,7.90120398773154e-06,2001 - 2005
453,terrorism,"('terrorism', 'bushy')",13.685304070562374,7.901203987731538e-06,2001 - 2005
454,terrorism,"('terrorism', 'exemplify')",13.685304070562374,7.901203987731538e-06,2001 - 2005
455,terrorism,"('terrorism', 'level')",13.634736392912579,7.872008762383472e-06,2001 - 2005
456,terrorism,"('warfare', 'terrorism')",13.592516043527883,7.847632863155967e-06,2001 - 2005
457,terrorism,"('terrorism', 'fbi')",13.557526282243415,7.827431540630348e-06,2001 - 2005
458,terrorism,"('face', 'terrorism')",13.536758492168389,7.815441266617354e-06,2001 - 2005
459,terrorism,"('local', 'terrorism')",13.448116176469622,7.764263666567721e-06,2001 - 2005
460,terrorism,"('symposium', 'terrorism')",13.392220033777765,7.731992054387345e-06,2001 - 2005
461,terrorism,"('foment', 'terrorism')",13.391410452150065,7.731524642808312e-06,2001 - 2005
462,terrorism,"('former', 'terrorism')",13.310522373663147,7.684823948033431e-06,2001 - 2005
463,terrorism,"('stamp', 'terrorism')",13.23911597875908,7.643597498898175e-06,2001 - 2005
464,terrorism,"('terrorism', 'bomb')",13.210029606943507,7.6268044955573e-06,2001 - 2005
465,terrorism,"('possibility', 'terrorism')",13.201020021695939,7.621602815673619e-06,2001 - 2005
466,terrorism,"('terrorism', 'simply')",13.16271321688198,7.59948639959746e-06,2001 - 2005
467,terrorism,"('terrorism', 'paramount')",13.088901535973033,7.556871259697615e-06,2001 - 2005
468,terrorism,"('terrorism', 'kill')",13.043367806252242,7.530582381862589e-06,2001 - 2005
469,terrorism,"('terrorism', 'instead')",12.966532433194846,7.486221514696632e-06,2001 - 2005
470,terrorism,"('terrorism', 'day')",12.96480029116558,7.485221463295627e-06,2001 - 2005
471,terrorism,"('politics', 'terrorism')",12.943188211745692,7.472743739219119e-06,2001 - 2005
472,terrorism,"('terrorism', 'since')",12.942829038673274,7.47253637081156e-06,2001 - 2005
473,terrorism,"('crackdown', 'terrorism')",12.940634428729542,7.471269313773621e-06,2001 - 2005
474,terrorism,"('reject', 'terrorism')",12.937156478904466,7.4692613210476045e-06,2001 - 2005
475,terrorism,"('terrorism', 'muslim')",12.901226201590042,7.448516992026249e-06,2001 - 2005
476,terrorism,"('tuesday', 'terrorism')",12.869808910367926,7.430378233442006e-06,2001 - 2005
477,terrorism,"('private', 'terrorism')",12.81111311688008,7.396490244166939e-06,2001 - 2005
478,terrorism,"('perpetuate', 'terrorism')",12.799285554317887,7.389661606381495e-06,2001 - 2005
479,terrorism,"('terrorism', 'however')",12.751181570861899,7.361888793738932e-06,2001 - 2005
480,terrorism,"('business', 'terrorism')",12.717531943243404,7.34246119676673e-06,2001 - 2005
481,terrorism,"('indication', 'terrorism')",12.664926467735459,7.312089449765947e-06,2001 - 2005
482,terrorism,"('terrorism', 'unless')",12.61770931340448,7.2848286475093315e-06,2001 - 2005
